Order ID,Date,Day,Season,Customer Name,City,Region,State,Category,Sub Category,Sales,Discount,Profit,Average Temp,Holiday
OD7435,18-Sep-18,Tuesday,Monsoon,Amy,Dharmapuri,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,2270 ,0.30 ,204 ,25.9,No
OD7436,10-Jul-18,Tuesday,Monsoon,Ridhesh,Namakkal,South,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,1604 ,0.30 ,577 ,28.9,No
OD7437,22-Nov-15,Sunday,Post-Monsoon,Malik,Coimbatore,South,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,1406 ,0.30 ,450 ,26.7,No
OD7438,17-Mar-15,Tuesday,Winter,Jackson,Kanyakumari,South,Tamil Nadu,Beverages,Health Drinks,1890 ,0.10 ,737 ,28.3,No
OD7439,15-Oct-17,Sunday,Post-Monsoon,Ganesh,Viluppuram,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1995 ,0.30 ,619 ,29.3,No
OD7440,26-Nov-18,Monday,Post-Monsoon,Surya,Perambalur,South,Tamil Nadu,Bakery,Breads & Buns,960 ,0.10 ,115 ,28.3,No
OD7441,18-Sep-18,Tuesday,Monsoon,Sheeba,Kanyakumari,South,Tamil Nadu,Oil & Masala,Spices,1195 ,0.30 ,323 ,25.9,No
OD7442,21-Aug-16,Sunday,Monsoon,Suresh,Pudukottai,South,Tamil Nadu,Beverages,Health Drinks,1622 ,0.20 ,422 ,28.3,No
OD7443,21-Nov-15,Saturday,Post-Monsoon,Shah,Karur,South,Tamil Nadu,Beverages,Health Drinks,576 ,0.30 ,242 ,27.3,No
OD7444,01-Nov-15,Sunday,Post-Monsoon,Ravi,Namakkal,South,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1018 ,0.20 ,143 ,28.3,No
OD7445,13-Jun-16,Monday,Summer,Yadav,Krishnagiri,South,Tamil Nadu,Bakery,Biscuits,1092 ,0.10 ,415 ,28.3,No
OD7446,05-May-18,Saturday,Summer,Sharon,Tenkasi,South,Tamil Nadu,Food Grains,Dals & Pulses,2220 ,0.30 ,466 ,28.3,No
OD7447,08-Apr-18,Sunday,Winter,Vinne,Theni,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,1562 ,0.10 ,656 ,30,No
OD7448,17-Mar-15,Tuesday,Winter,Alan,Kanyakumari,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,1082 ,0.20 ,411 ,28.3,No
OD7449,21-Mar-15,Saturday,Winter,Vinne,Perambalur,South,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,1366 ,0.30 ,232 ,28.3,No
OD7450,22-Nov-15,Sunday,Post-Monsoon,Aditi,Vellore,South,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,708 ,0.20 ,170 ,26.7,No
OD7451,12-Sep-17,Tuesday,Monsoon,Ridhesh,Vellore,South,Tamil Nadu,"Eggs, Meat & Fish",Fish,2087 ,0.20 ,459 ,28.3,No
OD7452,02-Dec-15,Wednesday,Winter,Muneer,Ooty,South,Tamil Nadu,Food Grains,Dals & Pulses,1276 ,0.30 ,510 ,28.3,No
OD7453,04-Apr-15,Saturday,Winter,Surya,Ooty,South,Tamil Nadu,Fruits & Veggies,Organic Fruits,1593 ,0.10 ,478 ,28.3,No
OD7454,07-Apr-15,Tuesday,Winter,Willams,Nagercoil,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,1125 ,0.30 ,338 ,33.4,No
OD7455,30-May-15,Saturday,Summer,Sabeela,Ooty,South,Tamil Nadu,Beverages,Soft Drinks,1235 ,0.30 ,408 ,28.3,No
OD7456,21-Mar-15,Saturday,Winter,Aditi,Viluppuram,South,Tamil Nadu,Snacks,Noodles,915 ,0.20 ,229 ,28.3,No
OD7457,19-Aug-15,Wednesday,Monsoon,Harish,Theni,South,Tamil Nadu,Snacks,Noodles,595 ,0.20 ,161 ,28.3,No
OD7458,21-Nov-15,Saturday,Post-Monsoon,Anu,Bodi,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,2496 ,0.10 ,973 ,27.3,No
OD7459,22-Mar-16,Tuesday,Winter,Surya,Viluppuram,South,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1584 ,0.10 ,317 ,28.3,No
OD7460,21-Mar-15,Saturday,Winter,Adavan,Trichy,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,2298 ,0.10 ,621 ,28.3,No
OD7461,12-May-17,Friday,Summer,Ram,Trichy,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,810 ,0.10 ,41 ,28.3,No
OD7462,19-May-18,Saturday,Summer,Rumaiza,Theni,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1991 ,0.30 ,617 ,28.3,No
OD7463,17-Aug-15,Monday,Monsoon,Akash,Tenkasi,South,Tamil Nadu,Beverages,Health Drinks,1736 ,0.30 ,729 ,28.3,No
OD7464,01-Dec-16,Thursday,Winter,Jackson,Tirunelveli,South,Tamil Nadu,Food Grains,Dals & Pulses,893 ,0.30 ,143 ,28.3,No
OD7465,27-Dec-15,Sunday,Winter,Yusuf,Trichy,South,Tamil Nadu,Food Grains,Atta & Flour,1643 ,0.30 ,230 ,26.7,No
OD7466,18-Sep-18,Tuesday,Monsoon,Jackson,Vellore,South,Tamil Nadu,Food Grains,Dals & Pulses,1573 ,0.10 ,393 ,25.9,No
OD7467,17-Mar-15,Tuesday,Winter,Vinne,Trichy,South,Tamil Nadu,Beverages,Health Drinks,1576 ,0.10 ,615 ,28.3,No
OD7468,01-Dec-16,Thursday,Winter,Sheeba,Tirunelveli,South,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,527 ,0.30 ,221 ,28.3,No
OD7469,22-Nov-15,Sunday,Post-Monsoon,Mathew,Coimbatore,South,Tamil Nadu,Beverages,Soft Drinks,1117 ,0.30 ,168 ,26.7,No
OD7470,07-Feb-16,Sunday,Winter,Jackson,Madurai,South,Tamil Nadu,Bakery,Cakes,1476 ,0.10 ,118 ,28.3,No
OD7471,21-Mar-15,Saturday,Winter,Rumaiza,Namakkal,South,Tamil Nadu,Bakery,Breads & Buns,1987 ,0.10 ,537 ,28.3,No
OD7472,13-Jun-16,Monday,Summer,Akash,Madurai,South,Tamil Nadu,"Eggs, Meat & Fish",Eggs,1267 ,0.20 ,76 ,28.3,No
OD7473,17-Aug-15,Monday,Monsoon,Rumaiza,Salem,South,Tamil Nadu,Beverages,Soft Drinks,1614 ,0.20 ,484 ,28.3,No
OD7474,18-Sep-18,Tuesday,Monsoon,Suresh,Dharmapuri,South,Tamil Nadu,Beverages,Health Drinks,1833 ,0.20 ,422 ,25.9,No
OD7475,04-Apr-15,Saturday,Winter,Verma,Vellore,South,Tamil Nadu,Bakery,Cakes,1501 ,0.30 ,240 ,28.3,No
OD7476,09-Sep-18,Sunday,Monsoon,Vinne,Kanyakumari,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,2113 ,0.20 ,824 ,28.3,No
OD7477,21-Oct-15,Wednesday,Post-Monsoon,Kumar,Chennai,South,Tamil Nadu,Oil & Masala,Spices,1014 ,0.30 ,81 ,28.3,No
OD7478,12-Sep-17,Tuesday,Monsoon,Mathew,Ooty,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,2205 ,0.30 ,595 ,28.3,No
OD7479,13-Jun-16,Monday,Summer,Kumar,Theni,South,Tamil Nadu,Snacks,Noodles,1606 ,0.20 ,546 ,28.3,No
OD7480,15-Oct-17,Sunday,Post-Monsoon,Alan,Perambalur,South,Tamil Nadu,Bakery,Breads & Buns,1831 ,0.30 ,92 ,29.3,No
OD7481,30-May-17,Tuesday,Summer,Sheeba,Namakkal,South,Tamil Nadu,Bakery,Biscuits,2323 ,0.10 ,1022 ,28.3,No
OD7482,21-Nov-15,Saturday,Post-Monsoon,Jackson,Vellore,South,Tamil Nadu,Beverages,Health Drinks,2272 ,0.20 ,613 ,27.3,No
OD7483,21-Apr-15,Tuesday,Winter,Arutra,Pudukottai,South,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1143 ,0.20 ,137 ,28.3,No
OD7484,05-Aug-17,Saturday,Monsoon,Shah,Krishnagiri,South,Tamil Nadu,Bakery,Breads & Buns,2249 ,0.20 ,990 ,28.3,No
OD7485,05-Apr-15,Sunday,Winter,Willams,Ooty,South,Tamil Nadu,Snacks,Chocolates,2123 ,0.20 ,701 ,28.3,No
OD7486,15-Oct-17,Sunday,Post-Monsoon,Komal,Chennai,South,Tamil Nadu,Bakery,Cakes,747 ,0.20 ,142 ,29.3,No
OD7487,17-Aug-15,Monday,Monsoon,Vinne,Virudhunagar,South,Tamil Nadu,Oil & Masala,Spices,1217 ,0.10 ,426 ,28.3,No
OD7488,18-Sep-18,Tuesday,Monsoon,James,Salem,South,Tamil Nadu,Bakery,Breads & Buns,1013 ,0.30 ,395 ,25.9,No
OD7489,09-Sep-18,Sunday,Monsoon,James,Ramanadhapuram,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1749 ,0.20 ,88 ,28.3,No
OD7490,06-Sep-16,Tuesday,Monsoon,Roshan,Karur,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,567 ,0.20 ,125 ,31.2,No
OD7491,25-Jul-16,Monday,Monsoon,Vince,Perambalur,South,Tamil Nadu,"Eggs, Meat & Fish",Fish,1680 ,0.20 ,689 ,28.3,No
OD7492,30-May-17,Tuesday,Summer,Shah,Viluppuram,South,Tamil Nadu,Snacks,Chocolates,1581 ,0.10 ,316 ,28.3,No
OD7493,21-Aug-16,Sunday,Monsoon,Komal,Salem,South,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1908 ,0.30 ,706 ,28.3,No
OD7494,21-Mar-18,Wednesday,Winter,Haseena,Kanyakumari,South,Tamil Nadu,Food Grains,Atta & Flour,1614 ,0.20 ,307 ,28.3,No
OD7495,01-Aug-15,Saturday,Monsoon,Ravi,Bodi,South,Tamil Nadu,Snacks,Noodles,1638 ,0.10 ,164 ,28.3,No
OD7496,10-Mar-18,Saturday,Winter,Rumaiza,Nagercoil,South,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1517 ,0.40 ,379 ,29.2,No
OD7497,11-Dec-18,Tuesday,Winter,Peer,Kanyakumari,South,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,2089 ,0.10 ,606 ,28.3,No
OD7498,08-Nov-16,Tuesday,Post-Monsoon,Amrish,Ooty,South,Tamil Nadu,Food Grains,Dals & Pulses,1393 ,0.20 ,460 ,31.6,No
OD7499,25-Sep-16,Sunday,Monsoon,Hussain,Salem,South,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,599 ,0.30 ,150 ,28.3,No
OD7500,21-Mar-15,Saturday,Winter,Veena,Madurai,South,Tamil Nadu,Beverages,Soft Drinks,2408 ,0.30 ,193 ,28.3,No
OD7501,12-Apr-17,Wednesday,Winter,Arutra,Ramanadhapuram,South,Tamil Nadu,Snacks,Cookies,1008 ,0.20 ,222 ,28.3,No
OD7502,15-Jun-18,Friday,Summer,Harish,Viluppuram,South,Tamil Nadu,Bakery,Cakes,1130 ,0.30 ,271 ,28.3,Yes
OD7503,24-Mar-16,Thursday,Winter,Anu,Salem,South,Tamil Nadu,Beverages,Health Drinks,832 ,0.30 ,108 ,28.3,Yes
OD7504,13-May-18,Sunday,Summer,Amrish,Salem,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,2201 ,0.30 ,638 ,28.3,No
OD7505,07-Sep-18,Friday,Monsoon,Sudha,Ooty,South,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1537 ,0.20 ,446 ,28.3,No
OD7506,20-Sep-15,Sunday,Monsoon,Sudeep,Nagercoil,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,2134 ,0.10 ,939 ,30.1,No
OD7507,14-May-17,Sunday,Summer,Sudha,Vellore,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,2321 ,0.40 ,511 ,28.3,No
OD7508,08-Jun-16,Wednesday,Summer,Arutra,Chennai,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,1492 ,0.30 ,418 ,28.3,No
OD7509,09-Aug-16,Tuesday,Monsoon,Vince,Perambalur,South,Tamil Nadu,"Eggs, Meat & Fish",Chicken,818 ,0.30 ,90 ,30.8,No
OD7510,28-Sep-18,Friday,Monsoon,Akash,Tirunelveli,South,Tamil Nadu,Beverages,Soft Drinks,1461 ,0.20 ,351 ,28.3,No
OD7511,01-Aug-15,Saturday,Monsoon,Sheeba,Kanyakumari,South,Tamil Nadu,Oil & Masala,Masalas,763 ,0.30 ,69 ,28.3,No
OD7512,28-Sep-15,Monday,Monsoon,James,Kanyakumari,South,Tamil Nadu,Beverages,Soft Drinks,1579 ,0.20 ,537 ,28.3,No
OD7513,09-Oct-15,Friday,Post-Monsoon,Kumar,Virudhunagar,South,Tamil Nadu,Snacks,Chocolates,573 ,0.30 ,206 ,29.4,No
OD7514,24-Apr-18,Tuesday,Winter,Shree,Chennai,South,Tamil Nadu,"Eggs, Meat & Fish",Eggs,1755 ,0.20 ,334 ,28.3,No
OD7515,10-Oct-17,Tuesday,Post-Monsoon,Rumaiza,Pudukottai,South,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1266 ,0.10 ,304 ,28.3,No
OD7516,27-Oct-18,Saturday,Post-Monsoon,Akash,Dharmapuri,South,Tamil Nadu,Food Grains,Organic Staples,2117 ,0.30 ,550 ,28.3,Yes
OD7517,01-Nov-15,Sunday,Post-Monsoon,Sudeep,Chennai,South,Tamil Nadu,Snacks,Noodles,727 ,0.30 ,276 ,28.3,No
OD7518,05-Jul-15,Sunday,Monsoon,Roshan,Theni,South,Tamil Nadu,"Eggs, Meat & Fish",Eggs,2475 ,0.30 ,916 ,28.3,No
OD7519,22-Sep-17,Friday,Monsoon,Sabeela,Namakkal,South,Tamil Nadu,Oil & Masala,Masalas,2122 ,0.20 ,191 ,30.2,No
OD7520,12-Mar-16,Saturday,Winter,Surya,Ramanadhapuram,South,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,1604 ,0.10 ,449 ,25.7,No
OD7521,08-Jun-16,Wednesday,Summer,Willams,Coimbatore,South,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1473 ,0.30 ,147 ,28.3,No
OD7522,01-Aug-15,Saturday,Monsoon,Akash,Virudhunagar,South,Tamil Nadu,Bakery,Breads & Buns,2479 ,0.30 ,992 ,28.3,No
OD7523,05-Jul-16,Tuesday,Monsoon,James,Cumbum,South,Tamil Nadu,Bakery,Breads & Buns,1764 ,0.20 ,723 ,28.3,No
OD7524,26-Mar-16,Saturday,Winter,Veronica,Pudukottai,South,Tamil Nadu,Food Grains,Dals & Pulses,715 ,0.20 ,129 ,28.3,No
OD7525,20-Oct-18,Saturday,Post-Monsoon,Verma,Ramanadhapuram,South,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1178 ,0.30 ,177 ,28.4,No
OD7526,12-Apr-17,Wednesday,Winter,Anu,Viluppuram,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,500 ,0.20 ,225 ,28.3,No
OD7527,12-Apr-17,Wednesday,Winter,Arutra,Coimbatore,South,Tamil Nadu,Oil & Masala,Spices,681 ,0.20 ,34 ,28.3,No
OD7528,27-Dec-16,Tuesday,Winter,Amy,Bodi,South,Tamil Nadu,Beverages,Health Drinks,1495 ,0.30 ,434 ,28.3,No
OD7529,01-May-16,Sunday,Summer,Ram,Coimbatore,South,Tamil Nadu,Oil & Masala,Masalas,1772 ,0.10 ,142 ,28.3,Yes
OD7530,18-Jun-16,Saturday,Summer,Ram,Vellore,South,Tamil Nadu,Beverages,Soft Drinks,756 ,0.10 ,333 ,28.3,No
OD7531,27-Aug-17,Sunday,Monsoon,Willams,Tirunelveli,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,685 ,0.30 ,247 ,29.1,No
OD7532,05-Jun-18,Tuesday,Summer,Mathew,Ramanadhapuram,South,Tamil Nadu,Food Grains,Atta & Flour,2365 ,0.20 ,544 ,28.3,No
OD7533,08-Jun-16,Wednesday,Summer,Adavan,Pudukottai,South,Tamil Nadu,Bakery,Biscuits,1178 ,0.30 ,59 ,28.3,No
OD7534,02-Dec-18,Sunday,Winter,Amrish,Ooty,South,Tamil Nadu,"Eggs, Meat & Fish",Eggs,2125 ,0.20 ,744 ,28.3,No
OD7535,12-Nov-16,Saturday,Post-Monsoon,Haseena,Cumbum,South,Tamil Nadu,Bakery,Cakes,1752 ,0.30 ,701 ,28.3,No
OD7536,01-Nov-15,Sunday,Post-Monsoon,Hafiz,Madurai,South,Tamil Nadu,Snacks,Chocolates,1442 ,0.30 ,188 ,28.3,No
OD7537,06-Sep-16,Tuesday,Monsoon,Shah,Chennai,South,Tamil Nadu,Bakery,Cakes,984 ,0.30 ,315 ,31.2,No
OD7538,15-Jun-18,Friday,Summer,Vinne,Virudhunagar,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,1117 ,0.30 ,67 ,28.3,Yes
OD7539,20-Nov-17,Monday,Post-Monsoon,Jonas,Cumbum,South,Tamil Nadu,Oil & Masala,Spices,1746 ,0.30 ,489 ,28.8,No
OD7540,29-Apr-15,Wednesday,Winter,Vince,Perambalur,South,Tamil Nadu,Food Grains,Rice,1705 ,0.20 ,409 ,28.3,No
OD7541,01-May-16,Sunday,Summer,Surya,Theni,South,Tamil Nadu,Oil & Masala,Masalas,537 ,0.10 ,27 ,28.3,Yes
OD7542,26-Jun-18,Tuesday,Summer,Malik,Bodi,South,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1568 ,0.20 ,173 ,28.3,No
OD7543,14-May-17,Sunday,Summer,Surya,Tirunelveli,South,Tamil Nadu,Snacks,Noodles,1234 ,0.30 ,518 ,28.3,No
OD7544,24-Nov-18,Saturday,Post-Monsoon,Sudha,Tenkasi,South,Tamil Nadu,"Eggs, Meat & Fish",Fish,1833 ,0.10 ,238 ,27.7,Yes
OD7545,08-Jun-16,Wednesday,Summer,James,Viluppuram,South,Tamil Nadu,Beverages,Health Drinks,2119 ,0.20 ,233 ,28.3,No
OD7546,27-Oct-18,Saturday,Post-Monsoon,Vidya,Karur,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,1625 ,0.30 ,325 ,28.3,Yes
OD7547,15-Jun-18,Friday,Summer,Harish,Viluppuram,South,Tamil Nadu,Bakery,Breads & Buns,565 ,0.30 ,51 ,28.3,Yes
OD7548,18-Dec-16,Sunday,Winter,Roshan,Dharmapuri,South,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1000 ,0.20 ,190 ,28.3,No
OD7549,18-Dec-16,Sunday,Winter,Jonas,Bodi,South,Tamil Nadu,Food Grains,Dals & Pulses,2359 ,0.10 ,1014 ,28.3,No
OD7550,28-Sep-15,Monday,Monsoon,Malik,Chennai,South,Tamil Nadu,"Eggs, Meat & Fish",Eggs,1557 ,0.30 ,592 ,28.3,No
OD7551,10-Jun-18,Sunday,Summer,Willams,Ooty,South,Tamil Nadu,Beverages,Health Drinks,1240 ,0.30 ,446 ,28.3,No
OD7552,08-Jun-16,Wednesday,Summer,Komal,Tenkasi,South,Tamil Nadu,"Eggs, Meat & Fish",Fish,2492 ,0.10 ,125 ,28.3,No
OD7553,08-Nov-16,Tuesday,Post-Monsoon,Sharon,Salem,South,Tamil Nadu,Snacks,Cookies,860 ,0.20 ,232 ,31.6,No
OD7554,01-Nov-15,Sunday,Post-Monsoon,Anu,Perambalur,South,Tamil Nadu,Snacks,Cookies,1717 ,0.10 ,464 ,28.3,No
OD7555,28-May-17,Sunday,Summer,Shah,Tenkasi,South,Tamil Nadu,Oil & Masala,Masalas,1798 ,0.40 ,126 ,28.3,No
OD7556,16-Dec-15,Wednesday,Winter,Verma,Vellore,South,Tamil Nadu,Snacks,Cookies,2240 ,0.30 ,336 ,28.3,No
OD7557,31-Mar-15,Tuesday,Winter,Willams,Trichy,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,616 ,0.10 ,222 ,28.3,No
OD7558,25-Sep-16,Sunday,Monsoon,Mathew,Namakkal,South,Tamil Nadu,"Eggs, Meat & Fish",Fish,981 ,0.20 ,49 ,28.3,No
OD7559,20-Jan-15,Tuesday,Winter,Muneer,Cumbum,South,Tamil Nadu,Bakery,Biscuits,1973 ,0.30 ,789 ,28.3,No
OD7560,17-May-17,Wednesday,Summer,Rumaiza,Pudukottai,South,Tamil Nadu,Bakery,Biscuits,1548 ,0.20 ,433 ,28.3,No
OD7561,14-May-17,Sunday,Summer,Malik,Kanyakumari,South,Tamil Nadu,Food Grains,Organic Staples,1452 ,0.30 ,494 ,28.3,No
OD7562,12-Nov-16,Saturday,Post-Monsoon,Verma,Tirunelveli,South,Tamil Nadu,Bakery,Cakes,1843 ,0.30 ,737 ,28.3,No
OD7563,08-Jun-16,Wednesday,Summer,Ridhesh,Coimbatore,South,Tamil Nadu,Fruits & Veggies,Organic Vegetables,2009 ,0.20 ,703 ,28.3,No
OD7564,25-Sep-16,Sunday,Monsoon,Esther,Karur,South,Tamil Nadu,"Eggs, Meat & Fish",Chicken,1442 ,0.20 ,216 ,28.3,No
OD7565,14-May-17,Sunday,Summer,Verma,Virudhunagar,South,Tamil Nadu,Snacks,Noodles,1119 ,0.30 ,78 ,28.3,No
OD7566,12-Nov-16,Saturday,Post-Monsoon,Ridhesh,Krishnagiri,South,Tamil Nadu,Bakery,Breads & Buns,1766 ,0.30 ,512 ,28.3,No
OD7567,27-Oct-18,Saturday,Post-Monsoon,Amy,Kanyakumari,South,Tamil Nadu,Beverages,Health Drinks,2334 ,0.30 ,794 ,28.3,Yes
OD7568,10-Oct-17,Tuesday,Post-Monsoon,Esther,Vellore,South,Tamil Nadu,Snacks,Cookies,2117 ,0.20 ,296 ,28.3,No
OD7569,29-Dec-17,Friday,Winter,Kumar,Nagercoil,South,Tamil Nadu,Snacks,Noodles,1046 ,0.40 ,471 ,26,No
OD7570,24-Nov-18,Saturday,Post-Monsoon,Ram,Ramanadhapuram,South,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,2452 ,0.30 ,343 ,27.7,Yes
OD7571,19-Mar-17,Sunday,Winter,Haseena,Chennai,South,Tamil Nadu,"Eggs, Meat & Fish",Eggs,2235 ,0.30 ,469 ,28.3,No
OD7572,28-Oct-17,Saturday,Post-Monsoon,Rumaiza,Madurai,South,Tamil Nadu,Food Grains,Organic Staples,1019 ,0.10 ,438 ,28.2,No
OD7573,10-Mar-18,Saturday,Winter,Rumaiza,Dharmapuri,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,2133 ,0.20 ,555 ,29.2,No
OD7574,29-Dec-17,Friday,Winter,Anu,Tenkasi,South,Tamil Nadu,Food Grains,Rice,1143 ,0.10 ,252 ,26,No
OD7575,25-Sep-16,Sunday,Monsoon,Hafiz,Ramanadhapuram,South,Tamil Nadu,Oil & Masala,Spices,580 ,0.30 ,238 ,28.3,No
OD7576,07-Nov-16,Monday,Post-Monsoon,Veronica,Krishnagiri,South,Tamil Nadu,Food Grains,Atta & Flour,692 ,0.40 ,235 ,28.3,No
OD7577,27-May-18,Sunday,Summer,Sudha,Bodi,South,Tamil Nadu,Bakery,Breads & Buns,1649 ,0.30 ,742 ,28.3,No
OD7578,06-Apr-18,Friday,Winter,Anu,Krishnagiri,South,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1050 ,0.20 ,441 ,28.3,No
OD7579,17-May-17,Wednesday,Summer,Amrish,Kanyakumari,South,Tamil Nadu,Food Grains,Organic Staples,958 ,0.20 ,345 ,28.3,No
OD7580,01-Jul-15,Wednesday,Monsoon,Esther,Nagercoil,South,Tamil Nadu,Food Grains,Organic Staples,1685 ,0.30 ,708 ,28.3,No
OD7581,28-Nov-17,Tuesday,Post-Monsoon,Aditi,Ooty,South,Tamil Nadu,Snacks,Chocolates,1649 ,0.30 ,528 ,27.3,No
OD7582,08-Nov-16,Tuesday,Post-Monsoon,Krithika,Virudhunagar,South,Tamil Nadu,Oil & Masala,Spices,2419 ,0.30 ,363 ,31.6,No
OD7583,14-May-17,Sunday,Summer,Haseena,Cumbum,South,Tamil Nadu,Beverages,Health Drinks,2364 ,0.20 ,236 ,28.3,No
OD7584,28-Mar-18,Wednesday,Winter,Shah,Namakkal,South,Tamil Nadu,Bakery,Cakes,550 ,0.20 ,66 ,28.3,No
OD7585,07-Nov-16,Monday,Post-Monsoon,Arutra,Dharmapuri,South,Tamil Nadu,Fruits & Veggies,Fresh Fruits,711 ,0.30 ,199 ,28.3,No
OD7586,30-Nov-15,Monday,Post-Monsoon,Yusuf,Nagercoil,South,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1974 ,0.10 ,336 ,25.9,No
OD7587,12-May-18,Saturday,Summer,Veronica,Karur,West,Tamil Nadu,Bakery,Biscuits,1457 ,0.10 ,131 ,26.2,No
OD7588,14-Mar-15,Saturday,Winter,Harish,Theni,West,Tamil Nadu,Oil & Masala,Spices,886 ,0.20 ,177 ,28.3,No
OD7589,04-Nov-15,Wednesday,Post-Monsoon,Ramesh,Cumbum,West,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1509 ,0.30 ,377 ,28.3,No
OD7590,12-Jan-18,Friday,Winter,Shah,Salem,West,Tamil Nadu,Oil & Masala,Masalas,1126 ,0.30 ,68 ,28.3,No
OD7591,21-Jul-17,Friday,Monsoon,Shah,Vellore,West,Tamil Nadu,Snacks,Cookies,2220 ,0.30 ,688 ,32.3,No
OD7592,06-Apr-15,Monday,Winter,James,Ramanadhapuram,West,Tamil Nadu,Oil & Masala,Masalas,1556 ,0.20 ,171 ,28.3,No
OD7593,23-Jan-18,Tuesday,Winter,Krithika,Tenkasi,West,Tamil Nadu,Bakery,Cakes,1133 ,0.30 ,227 ,28.3,No
OD7594,23-Dec-17,Saturday,Winter,Ramesh,Salem,West,Tamil Nadu,Food Grains,Organic Staples,1658 ,0.10 ,216 ,26.2,No
OD7595,24-Dec-15,Thursday,Winter,Amy,Namakkal,West,Tamil Nadu,Fruits & Veggies,Organic Vegetables,553 ,0.30 ,111 ,28.3,No
OD7596,08-Dec-18,Saturday,Winter,Malik,Ooty,West,Tamil Nadu,Fruits & Veggies,Organic Fruits,1944 ,0.10 ,855 ,30.2,No
OD7597,28-Jul-18,Saturday,Monsoon,Yusuf,Namakkal,West,Tamil Nadu,Food Grains,Atta & Flour,2076 ,0.20 ,830 ,32.6,No
OD7598,21-Aug-16,Sunday,Monsoon,Roshan,Ooty,West,Tamil Nadu,Food Grains,Atta & Flour,1531 ,0.10 ,337 ,28.3,No
OD7599,17-Dec-18,Monday,Winter,Adavan,Dindigul,West,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,721 ,0.30 ,65 ,28.3,No
OD7600,26-Nov-15,Thursday,Post-Monsoon,Arvind,Chennai,West,Tamil Nadu,Beverages,Health Drinks,1714 ,0.30 ,771 ,27.3,No
OD7601,26-Dec-17,Tuesday,Winter,Mathew,Karur,West,Tamil Nadu,Oil & Masala,Spices,994 ,0.20 ,119 ,28.3,No
OD7602,13-Apr-16,Wednesday,Winter,Jackson,Coimbatore,West,Tamil Nadu,Oil & Masala,Spices,703 ,0.20 ,70 ,28.3,Yes
OD7603,14-Feb-15,Saturday,Winter,Verma,Ooty,West,Tamil Nadu,Bakery,Biscuits,1392 ,0.10 ,432 ,28.3,No
OD7604,12-Apr-15,Sunday,Winter,Arutra,Tirunelveli,West,Tamil Nadu,Bakery,Breads & Buns,1074 ,0.10 ,204 ,25.4,No
OD7605,30-Apr-18,Monday,Winter,Sabeela,Tenkasi,West,Tamil Nadu,Food Grains,Atta & Flour,616 ,0.30 ,31 ,28.3,Yes
